"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"060371955004","Block Group 4, Census Tract 1955, Los Angeles County, California",9,16,,835,62130,0.05820105820105820106,0.76520509193776520509
"060371956001","Block Group 1, Census Tract 1956, Los Angeles County, California",3,26,31,457,14590,0.20634920634920634921,0.53745928338762214984
"060371956002","Block Group 2, Census Tract 1956, Los Angeles County, California",1,19,57,1423,23522,0.09700889248181083266,0.71713147410358565737
"060371956003","Block Group 3, Census Tract 1956, Los Angeles County, California",2,8,9,630,30679,0.11500974658869395712,0.5867768595041322314
"060371956004","Block Group 4, Census Tract 1956, Los Angeles County, California",2,27,34,779,36187,0.05791505791505791506,0.60843373493975903614
"060371957101","Block Group 1, Census Tract 1957.10, Los Angeles County, California",4,62,78,1829,13651,0.09305373525557011796,0.46775658492279745686
"060371957102","Block Group 2, Census Tract 1957.10, Los Angeles County, California",2,14,33,1212,15427,0.09537037037037037037,0.43652561247216035635
"060371957103","Block Group 3, Census Tract 1957.10, Los Angeles County, California",2,53,47,2050,12444,0.06965840589417280643,0.4386422976501305483
"060371957201","Block Group 1, Census Tract 1957.20, Los Angeles County, California",3,42,44,1729,21485,0.13682777399591558884,0.4612518628912071535
"060371957202","Block Group 2, Census Tract 1957.20, Los Angeles County, California",1,15,8,520,20410,0.11578947368421052632,0.4483775811209439528
"060371958021","Block Group 1, Census Tract 1958.02, Los Angeles County, California",4,29,22,1168,22858,0.16269430051813471503,0.56169665809768637532
"060371958022","Block Group 2, Census Tract 1958.02, Los Angeles County, California",3,45,46,1536,15182,0.09154383242823894492,0.36442307692307692308
"060371958031","Block Group 1, Census Tract 1958.03, Los Angeles County, California",1,19,36,1411,34124,0.1231281198003327787,0.67341306347746090156
"060371958032","Block Group 2, Census Tract 1958.03, Los Angeles County, California",1,26,43,1324,46164,0.08866155157715260017,0.61142857142857142857
"060371958041","Block Group 1, Census Tract 1958.04, Los Angeles County, California",6,17,27,900,21495,0.13151364764267990074,0.65734265734265734266
"060371958042","Block Group 2, Census Tract 1958.04, Los Angeles County, California",29,42,,1565,27127,0.05700712589073634204,0.71167247386759581882
"060371959011","Block Group 1, Census Tract 1959.01, Los Angeles County, California",2,34,68,2499,32070,0.06557377049180327869,0.71966319960376423972
"060371959021","Block Group 1, Census Tract 1959.02, Los Angeles County, California",23,24,,843,39160,0.05920205920205920206,0.7565698478561549101
"060371959022","Block Group 2, Census Tract 1959.02, Los Angeles County, California",7,20,,1081,32532,0.07829534192269573835,0.78484107579462102689
"060371959031","Block Group 1, Census Tract 1959.03, Los Angeles County, California",1,23,37,1383,26353,0.13470681458003169572,0.57733990147783251232
"060371959032","Block Group 2, Census Tract 1959.03, Los Angeles County, California",3,9,,869,25851,0.14176829268292682927,0.84239130434782608696
"060371972001","Block Group 1, Census Tract 1972, Los Angeles County, California",2,23,26,1420,21024,0.13171140939597315436,0.48989898989898989899
"060371972002","Block Group 2, Census Tract 1972, Los Angeles County, California",3,7,17,1444,20956,0.07075471698113207547,0.48461538461538461538
"060371972003","Block Group 3, Census Tract 1972, Los Angeles County, California",8,14,,949,19337,0.05203619909502262443,0.38193548387096774194
"060371973001","Block Group 1, Census Tract 1973, Los Angeles County, California",1,10,25,1208,38434,0.03930131004366812227,0.68886576482830385016
"060371973002","Block Group 2, Census Tract 1973, Los Angeles County, California",1,17,18,1079,24010,0.09101382488479262673,0.65749656121045392022
"060371973003","Block Group 3, Census Tract 1973, Los Angeles County, California",1,45,62,1650,25075,0.10045662100456621005,0.60887772194304857621
"060371974101","Block Group 1, Census Tract 1974.10, Los Angeles County, California",23,23,,1129,47882,0.0630541871921182266,0.84243697478991596639
"060371974102","Block Group 2, Census Tract 1974.10, Los Angeles County, California",2,15,36,1616,35906,0.02491103202846975089,0.78403041825095057034
"060371974103","Block Group 3, Census Tract 1974.10, Los Angeles County, California",2,20,27,985,23438,0.1254752851711026616,0.70892018779342723005
"060371974201","Block Group 1, Census Tract 1974.20, Los Angeles County, California",1,65,55,1652,27339,0.03032544378698224852,0.67747035573122529644
"060371974202","Block Group 2, Census Tract 1974.20, Los Angeles County, California",2,34,34,1898,22649,0.11275415896487985213,0.59653092006033182504
"060371975001","Block Group 1, Census Tract 1975, Los Angeles County, California",4,47,66,2062,22262,0.1261210762331838565,0.62028608582574772432
"060371975002","Block Group 2, Census Tract 1975, Los Angeles County, California",3,11,36,1328,22047,0.11839530332681017613,0.51662707838479809976
"060371975003","Block Group 3, Census Tract 1975, Los Angeles County, California",19,23,,618,44653,0.14208633093525179856,0.77281553398058252427
"060371976001","Block Group 1, Census Tract 1976, Los Angeles County, California",14,21,,748,20370,0.10664335664335664336,0.45222929936305732484
"060371976002","Block Group 2, Census Tract 1976, Los Angeles County, California",29,44,,1775,26953,0.11512717536813922356,0.55092936802973977695
"060371977001","Block Group 1, Census Tract 1977, Los Angeles County, California",1,35,22,2715,16389,0.06542845082313212326,0.40737001514386673397
"060371977002","Block Group 2, Census Tract 1977, Los Angeles County, California",40,38,,1118,9808,0.03475336322869955157,0.33468834688346883469
"060371977003","Block Group 3, Census Tract 1977, Los Angeles County, California",23,23,,1577,20809,0.07065609228550829128,0.55032925682031984948
"060371990001","Block Group 1, Census Tract 1990, Los Angeles County, California",4,40,56,1043,11144,0.03435114503816793893,0.34545454545454545455
"060371990002","Block Group 2, Census Tract 1990, Los Angeles County, California",4,69,69,1839,20065,0.06883116883116883117,0.49276466108149276466
"060371990003","Block Group 3, Census Tract 1990, Los Angeles County, California",5,64,77,1981,11601,0.11553784860557768924,0.3853580048270313757
"060371991101","Block Group 1, Census Tract 1991.10, Los Angeles County, California",3,23,17,1113,16536,0.11991869918699186992,0.3840782122905027933
"060371991102","Block Group 2, Census Tract 1991.10, Los Angeles County, California",1,21,24,1670,14384,0.10144927536231884058,0.37488457987072945522
"060371991201","Block Group 1, Census Tract 1991.20, Los Angeles County, California",3,32,34,2569,9312,0.08798391151332327803,0.27177089421390999416
"060371991202","Block Group 2, Census Tract 1991.20, Los Angeles County, California",2,64,39,1802,9973,0.091859596713965646,0.40421052631578947368
"060371992011","Block Group 1, Census Tract 1992.01, Los Angeles County, California",23,18,,1010,10404,0.08396946564885496183,0.14619883040935672515
"060371992012","Block Group 2, Census Tract 1992.01, Los Angeles County, California",3,63,68,3392,13086,0.0735468564650059312,0.24428997020854021847
"060371992021","Block Group 1, Census Tract 1992.02, Los Angeles County, California",1,20,13,1183,18091,0.12045454545454545455,0.44398907103825136612
"060371992022","Block Group 2, Census Tract 1992.02, Los Angeles County, California",7,33,27,1466,16106,0.08534482758620689655,0.49844881075491209928
"060371993001","Block Group 1, Census Tract 1993, Los Angeles County, California",2,16,36,1394,36761,0.03831775700934579439,0.66812705366922234392
"060371993002","Block Group 2, Census Tract 1993, Los Angeles County, California",39,26,,2801,15573,0.09369024856596558317,0.37097717963721474547
"060371994001","Block Group 1, Census Tract 1994, Los Angeles County, California",1,29,24,990,17031,0.07142857142857142857,0.28869047619047619048
"060371994002","Block Group 2, Census Tract 1994, Los Angeles County, California",1,25,28,1834,9455,0.04128761371588523443,0.2014719411223551058
"060371994003","Block Group 3, Census Tract 1994, Los Angeles County, California",4,33,26,1920,13927,0.0642325895875591616,0.34109816971713810316
"060371997001","Block Group 1, Census Tract 1997, Los Angeles County, California",1,22,41,1264,18442,0.13073852295409181637,0.525
"060371997002","Block Group 2, Census Tract 1997, Los Angeles County, California",5,76,55,2094,9380,0.12612612612612612613,0.28631402183039462636
"060371998001","Block Group 1, Census Tract 1998, Los Angeles County, California",3,15,18,1122,14703,0.04886769964243146603,0.31785195936139332366
"060371998002","Block Group 2, Census Tract 1998, Los Angeles County, California",8,13,,1547,12742,0.0861931364724660814,0.3616619452313503305
"060371998003","Block Group 3, Census Tract 1998, Los Angeles County, California",2,41,57,1365,12196,0.10526315789473684211,0.24788135593220338983
"060371998004","Block Group 4, Census Tract 1998, Los Angeles County, California",1,20,24,1328,11770,0.08029978586723768737,0.26049382716049382716
"060371999001","Block Group 1, Census Tract 1999, Los Angeles County, California",1,50,31,1644,11401,0.11172161172161172161,0.26352128883774453395
"060371999002","Block Group 2, Census Tract 1999, Los Angeles County, California",29,17,,1237,13807,0.09960552268244575937,0.21115065243179122183
"060372011101","Block Group 1, Census Tract 2011.10, Los Angeles County, California",6,9,,1015,23016,0.03825136612021857923,0.58307210031347962382
"060372011102","Block Group 2, Census Tract 2011.10, Los Angeles County, California",9,23,19,949,14985,0.13520749665327978581,0.31412103746397694524
"060372011103","Block Group 3, Census Tract 2011.10, Los Angeles County, California",3,8,6,803,12491,0.10905730129390018484,0.2660753880266075388
"060372011201","Block Group 1, Census Tract 2011.20, Los Angeles County, California",2,25,30,1931,10026,0.20030816640986132512,0.34075508228460793804
"060372011202","Block Group 2, Census Tract 2011.20, Los Angeles County, California",2,16,23,1369,24102,0.09636363636363636364,0.46839378238341968912
"060372011203","Block Group 3, Census Tract 2011.20, Los Angeles County, California",2,5,15,995,19405,0.08124253285543608124,0.41313269493844049248
"060372012001","Block Group 1, Census Tract 2012, Los Angeles County, California",1,19,38,2930,13691,0.12822836429542365202,0.33574879227053140097
"060372013011","Block Group 1, Census Tract 2013.01, Los Angeles County, California",30,38,,1800,17920,0.06928571428571428571,0.50646950092421441774
"060372013012","Block Group 2, Census Tract 2013.01, Los Angeles County, California",12,49,40,1478,18249,0.16965742251223491028,0.44758064516129032258
"060372013021","Block Group 1, Census Tract 2013.02, Los Angeles County, California",1,5,13,688,40287,0.07413249211356466877,0.74915824915824915825
"060372013022","Block Group 2, Census Tract 2013.02, Los Angeles County, California",5,9,,906,43569,0.07888349514563106796,0.83517835178351783518
"060372013023","Block Group 3, Census Tract 2013.02, Los Angeles County, California",3,8,,287,25944,0.02845528455284552846,0.695
"060372013024","Block Group 4, Census Tract 2013.02, Los Angeles County, California",1,8,39,1752,37266,0.04642409033877038896,0.86274509803921568627
"060372014011","Block Group 1, Census Tract 2014.01, Los Angeles County, California",35,35,,3053,16577,0.07671601615074024226,0.4801381692573402418
"060372014012","Block Group 2, Census Tract 2014.01, Los Angeles County, California",7,39,50,1884,19251,0.14435695538057742782,0.43565147881694644285
"060372014021","Block Group 1, Census Tract 2014.02, Los Angeles County, California",1,35,30,2231,22391,0.09245483528161530287,0.41900510204081632653
"060372014022","Block Group 2, Census Tract 2014.02, Los Angeles County, California",7,44,,1558,19170,0.13977635782747603834,0.40845070422535211268
"060372014023","Block Group 3, Census Tract 2014.02, Los Angeles County, California",2,26,37,901,17935,0.07783641160949868074,0.36834532374100719424
"060372015011","Block Group 1, Census Tract 2015.01, Los Angeles County, California",12,49,,1181,15802,0.06955645161290322581,0.3180026281208935611
"060372015012","Block Group 2, Census Tract 2015.01, Los Angeles County, California",1,14,9,1043,26536,0.01490825688073394495,0.68205128205128205128
"060372015013","Block Group 3, Census Tract 2015.01, Los Angeles County, California",6,45,43,2972,15531,0.11322505800464037123,0.37369033760186263097
"060372015031","Block Group 1, Census Tract 2015.03, Los Angeles County, California",2,41,55,1850,14442,0.11504424778761061947,0.41698113207547169811
"060372015032","Block Group 2, Census Tract 2015.03, Los Angeles County, California",1,50,57,1514,11253,0.16110581506196377502,0.40861466821885913853
"060372015041","Block Group 1, Census Tract 2015.04, Los Angeles County, California",37,40,,2211,16797,0.09595375722543352601,0.43636363636363636364
"060372016011","Block Group 1, Census Tract 2016.01, Los Angeles County, California",27,36,,2495,18816,0.06843373493975903614,0.30545876887340301974
"060372016021","Block Group 1, Census Tract 2016.02, Los Angeles County, California",21,27,,1295,17169,0.16026241799437675726,0.2447643979057591623
